strike_idx,target_time,peak_time,timing_err_ms,peak_force,success,model_key,model,seed,midi,trial,force_threshold
43,15.499287694028595,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
44,15.579180929564826,15.689034128427142,109.85319886231615,7.7699209570604815,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
45,16.06353367000322,16.128446923876407,64.91325387318625,13.080141605883952,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
46,16.378113284927124,16.228313468296694,-149.79981663043063,1.3610339671010294,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
47,16.597819682651757,16.552879737662625,-44.939944989131675,7.541032135990452,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
48,16.897419315912618,17.017259169216963,119.83985330434521,24.92132328257086,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
49,17.236965566941596,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
50,17.316858802477824,17.406738692456084,89.8798899782598,17.79525131992555,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
51,17.796218215695205,17.86113146956839,64.91325387318625,2.9937742240668896,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
52,18.335497555564757,18.275577628912583,-59.91992665217438,15.75051118503374,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
53,18.87977022265532,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
54,19.17437652869517,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
55,19.533896088608206,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
56,19.833495721869067,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
57,20.05819544681471,20.108128719024855,49.93327221014354,8.563402203436386,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
58,20.292881826202386,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
59,20.93202771049223,20.897074419945127,-34.953290547100835,7.708883938108489,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
60,21.571173594782067,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
61,21.7908799925067,21.785886665285684,-4.99332722101542,3.894070253608836,True,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
62,22.430025876796538,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
63,22.509919112332767,22.609785656753054,99.86654442028708,5.160588396862684,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
64,23.308851467695064,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
65,23.528557865419696,23.543537847082742,14.97998166304626,7.296884060182482,True,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
66,23.848130807564615,23.94300402476389,94.87321719927522,9.204290902432309,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
67,24.167703749709535,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
68,24.247596985245767,24.312510239118954,64.91325387318625,13.461622974333965,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
69,24.726956398463145,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
70,25.066502649492122,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
71,25.286209047216754,25.21130913890154,-74.89990831521354,7.281624805444483,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
72,25.825488387086306,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
73,26.125088020347167,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
74,26.464634271376145,26.594460779122517,129.8265077463725,4.519699697866761,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
75,26.784207213521064,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
76,27.003913611245697,,,0.0,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
77,27.528212969452206,27.473286370021047,-54.92659943115896,3.2837000640888547,False,RAL/A_seed2,A,2,gmd_03_high_bpm138.mid,1,1.0
0,1.4930438053512838,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
1,1.5726728083033523,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
2,1.851374318635592,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
3,1.9509105723256774,2.0554236387002676,104.51306637459012,2.642811365092932,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
4,2.2296120826579173,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
5,2.3490555870860197,2.3838932758775497,34.83768879153004,15.23169652394175,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
6,2.6078498466802422,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
7,2.6874788496323108,2.7720846652688835,84.60581563657277,44.84990997039707,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
8,2.9860876107025676,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
9,3.065716613654636,3.120461553184183,54.744939529546954,18.05465865047152,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
10,3.3444181239868755,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
11,3.4439543776769614,3.52358338062903,79.62900295206853,15.567400128177765,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
12,3.722655888009201,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
13,3.8221921416992863,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
14,4.100893652031526,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
15,4.180522654983594,4.215360343775124,34.83768879153004,32.64250617999815,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
16,4.479131416053852,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
17,4.55876041900592,4.643366234642492,84.60581563657232,11.065919980468138,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
18,4.8374619293381595,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
19,4.936998183028245,5.026580811349322,89.582628321077,2.0324411755730054,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
20,5.2156996933604844,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
21,5.315235947050571,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
22,5.59393745738281,,,0.0,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
23,5.673566460334879,5.738265025233434,64.69856489855542,2.764885402996917,False,RAL/A_seed2,A,2,test_double_bpm160.mid,1,1.0
0,1.992801477413263,1.9479634441714646,-44.83803324179836,7.067995239112509,False,RAL/A_seed2,A,2,test_single8_bpm120.mid,1,1.0
1,2.491001846766579,2.491001846766579,0.0,16.940733054597597,True,RAL/A_seed2,A,2,test_single8_bpm120.mid,1,1.0
2,2.9892022161198946,2.944364182878096,-44.838033241798584,28.690359202856516,False,RAL/A_seed2,A,2,test_single8_bpm120.mid,1,1.0
3,3.4874025854732102,3.477438578086144,-9.964007387066154,10.760734885708176,True,RAL/A_seed2,A,2,test_single8_bpm120.mid,1,1.0
4,3.985602954826526,3.955710932665327,-29.892022161198906,6.503402813806577,True,RAL/A_seed2,A,2,test_single8_bpm120.mid,1,1.0
